Year,LocationAbbr,LocationDesc,DataSource,Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Data_Value_Footnote_Symbol,Greater_Risk_Data_Value_Footnote,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_High_Confidence_Limit,Lesser_Risk_Low_Confidence_Limit,Sample_Size,Sex,Age,GeoLocation,TopicID,SubtopicID,QuestionCode,LocationId,StratID1,StratID2,StratID3,StratificationType
2009,AI,Anguilla,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,68.842,,,67.0609,70.5691,Did not eat food from a fast food restaurant,31.158,,,32.9391,29.4309,441,Male,Total,,C05,C44,G10,NULL,S8,A1,AI,Americas
2015,TH,Thailand,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,53.2286,,,50.3541,56.0818,N/A,46.7714,,,49.6459,43.9182,3460,Total,13-15,,C05,C44,QNFF3G,NULL,S1,A7,TH,South-East Asia
2013,VN,Vietnam,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,29.2212,,,24.6166,34.2952,Did not eat food from a fast food restaurant,70.7788,,,75.3834,65.7048,805,Male,13-15,,C05,C44,G10,NULL,S8,A7,VN,Western Pacific
2009,GT,Guatemala,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,23.0829,,,19.9461,26.5494,N/A,76.9171,,,80.0539,73.4506,1437,Total,15,,C05,C44,QNFF2G,NULL,S1,A4,GT,Americas
2010,JM,Jamaica,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,32.6281,,,27.4299,38.2916,N/A,67.3719,,,72.5701,61.7084,1184,Total,13-15,,C05,C44,QNFF2G,NULL,S1,A7,JM,Americas
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,,,,,,N/A,,,,,,26,Male,13,,C05,C44,QNFF2G,NULL,S8,A2,CS,Western Pacific
2015,IO,Indonesia,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,51.6362,,,45.5313,57.6927,Did not eat food from a fast food restaurant,48.3638,,,54.4687,42.3073,1112,Total,16,,C05,C44,G10,NULL,S1,A5,IO,South-East Asia
2012,GHH,Ghana Junior High,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,41.7385,,,32.6634,51.4098,N/A,58.2615,,,67.3366,48.5902,171,Total,17,,C05,C44,QNFF2G,NULL,S1,A6,GHH,African
2011,YSI,Malaysia - I,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,51.6842,,,36.7568,66.317,Did not eat food from a fast food restaurant,48.3158,,,63.2432,33.683,169,Male,13,,C05,C44,G10,NULL,S8,A2,YSI,Western Pacific
2009,BJ,Benin,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,48.1548,,,44.3394,51.9918,Did not eat food from a fast food restaurant,51.8452,,,55.6606,48.0082,2685,Total,Total,,C05,C44,G10,NULL,S1,A1,BJ,African
2011,MUA,Mauritius (Rodriques),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,16.9973,,,13.6479,20.969,N/A,83.0027,,,86.3521,79.031,1119,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,MUA,African
2013,KH,Cambodia,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,6.7192,,,5.5767,8.0759,N/A,93.2808,,,94.4233,91.9241,3786,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,KH,Western Pacific
2011,YSJ,Malaysia - J,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,6.9833,,,5.6785,8.5608,N/A,93.0167,,,94.3215,91.4392,1651,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,YSJ,Western Pacific
2009,PK,Pakistan,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,21.1621,,,15.4877,28.2212,Did not eat food from a fast food restaurant,78.8379,,,84.5123,71.7788,1235,Female,13-15,,C05,C44,G10,NULL,S7,A7,PK,Eastern Mediterranean
2009,GTC,Guatemala (Capital City Oficial),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,58.2427,,,52.6044,63.6735,Did not eat food from a fast food restaurant,41.7573,,,47.3956,36.3265,380,Female,14,,C05,C44,G10,NULL,S7,A3,GTC,Americas
2009,AI,Anguilla,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,51.9427,,,48.159,55.7042,N/A,48.0573,,,51.841,44.2958,107,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,AI,Americas
2015,IOC,Indonesia (Outside Java and Sumatra),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,12.6314,,,9.5876,16.4655,N/A,87.3686,,,90.4124,83.5345,1307,Male,13-17,,C05,C44,QNFF3G,NULL,S8,A8,IOC,South-East Asia
2015,THA,Thailand (Public),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,58.921,,,51.935,65.5649,N/A,41.079,,,48.065,34.4351,217,Female,17,,C05,C44,QNFF3G,NULL,S7,A6,THA,South-East Asia
2011,YSJ,Malaysia - J,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,54.7582,,,50.5531,58.8965,Did not eat food from a fast food restaurant,45.2418,,,49.4469,41.1035,1651,Total,Total,,C05,C44,G10,NULL,S1,A1,YSJ,Western Pacific
2011,LBA,Lebanon (Private),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,36.3788,,,32.3374,40.6221,N/A,63.6212,,,67.6626,59.3779,842,Total,13-15,,C05,C44,QNFF2G,NULL,S1,A7,LBA,Eastern Mediterranean
2012,AGF,Argentina Cordoba,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,4.5008,,,2.9747,6.7551,N/A,95.4992,,,97.0253,93.2449,983,Total,13-15,,C05,C44,QNFF3G,NULL,S1,A7,AGF,Americas
2013,KH,Cambodia,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,9.291,,,6.7911,12.5869,N/A,90.709,,,93.2089,87.4131,247,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,KH,Western Pacific
2011,TT,Trinidad and Tobago,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,62.189,,,57.1182,67.0066,Did not eat food from a fast food restaurant,37.811,,,42.8818,32.9934,323,Male,13,,C05,C44,G10,NULL,S8,A2,TT,Americas
2010,MGB,Mongolia Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,32.4659,,,22.7995,43.9001,N/A,67.5341,,,77.2005,56.0999,213,Male,15,,C05,C44,QNFF2G,NULL,S8,A4,MGB,Western Pacific
2011,EG,Egypt,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,61.5719,,,50.3209,71.7075,Did not eat food from a fast food restaurant,38.4281,,,49.6791,28.2925,302,Male,14,,C05,C44,G10,NULL,S8,A3,EG,Eastern Mediterranean
2015,THB,Thailand (Private),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,71.4648,,,63.3799,78.3738,N/A,28.5352,,,36.6201,21.6262,442,Total,16,,C05,C44,QNFF2G,NULL,S1,A5,THB,South-East Asia
2011,LBB,Lebanon (Public),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,19.7768,,,14.8536,25.8367,N/A,80.2232,,,85.1464,74.1633,863,Total,13-15,,C05,C44,QNFF3G,NULL,S1,A7,LBB,Eastern Mediterranean
2009,PK,Pakistan,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,20.9081,,,17.7381,24.4761,Did not eat food from a fast food restaurant,79.0919,,,82.2619,75.5239,5175,Total,Total,,C05,C44,G10,NULL,S1,A1,PK,Eastern Mediterranean
2011,PIA,Philippines (Luzon),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,15.5156,,,8.67,26.2147,N/A,84.4844,,,91.33,73.7853,171,Male,14,,C05,C44,QNFF2G,NULL,S8,A3,PIA,Western Pacific
2010,MGB,Mongolia Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,25.3223,,,19.351,32.3959,N/A,74.6777,,,80.649,67.6041,1137,Male,Total,,C05,C44,QNFF3G,NULL,S8,A1,MGB,Western Pacific
2015,WF,Wallis and Futuna,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,33.4033,,,26.7964,40.7329,N/A,66.5967,,,73.2036,59.2671,160,Total,13,,C05,C44,QNFF3G,NULL,S1,A2,WF,Western Pacific
2015,PI,Philippines,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,9.6925,,,5.8788,15.5711,N/A,90.3075,,,94.1212,84.4289,737,Male,13,,C05,C44,QNFF3G,NULL,S8,A2,PI,Western Pacific
2015,PID,Philippines (Davao City),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,58.0761,,,53.5391,62.4805,Did not eat food from a fast food restaurant,41.9239,,,46.4609,37.5195,1554,Female,13-17,,C05,C44,G10,NULL,S7,A8,PID,Western Pacific
2015,CW,Curacao,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,38.9302,,,36.9205,40.9783,N/A,61.0698,,,63.0795,59.0217,2747,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,CW,Americas
2011,KW,Kuwait,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,90.4536,,,87.5861,92.7138,Did not eat food from a fast food restaurant,9.5464,,,12.4139,7.2862,413,Male,14,,C05,C44,G10,NULL,S8,A3,KW,Eastern Mediterranean
2012,BL,Bolivia,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,58.1051,,,52.5923,63.4227,Did not eat food from a fast food restaurant,41.8949,,,47.4077,36.5773,482,Male,15,,C05,C44,G10,NULL,S8,A4,BL,Americas
2010,MGB,Mongolia Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,70.2896,,,59.7212,79.0575,Did not eat food from a fast food restaurant,29.7104,,,40.2788,20.9425,287,Female,13,,C05,C44,G10,NULL,S7,A2,MGB,Western Pacific
2011,BZ,Belize,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,42.9861,,,36.1732,50.0755,N/A,57.0139,,,63.8268,49.9245,400,Total,15,,C05,C44,QNFF2G,NULL,S1,A4,BZ,Americas
2010,MGB,Mongolia Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,59.9427,,,50.0537,69.083,Did not eat food from a fast food restaurant,40.0573,,,49.9463,30.917,2551,Total,Total,,C05,C44,G10,NULL,S1,A1,MGB,Western Pacific
2012,AGQ,Argentina Salta,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,28.3322,,,22.6115,34.8486,Did not eat food from a fast food restaurant,71.6678,,,77.3885,65.1514,492,Female,13-15,,C05,C44,G10,NULL,S7,A7,AGQ,Americas
2011,YSG,Malaysia - G,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,15.8943,,,7.2705,31.2947,N/A,84.1057,,,92.7295,68.7053,170,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,YSG,Western Pacific
2012,UYA,Uruguay (Rest of Country),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,9.3116,,,6.9855,12.3099,N/A,90.6884,,,93.0145,87.6901,813,Female,13-15,,C05,C44,QNFF3G,NULL,S7,A7,UYA,Americas
2011,YSB,Malaysia - B,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,3.49,,,2.1648,5.5802,N/A,96.51,,,97.8352,94.4198,924,Female,Total,,C05,C44,QNFF3G,NULL,S7,A1,YSB,Western Pacific
2011,PIB,Philippines (Visayas),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,30.3199,,,19.0015,44.6629,Did not eat food from a fast food restaurant,69.6801,,,80.9985,55.3371,178,Male,14,,C05,C44,G10,NULL,S8,A3,PIB,Western Pacific
2015,PIA,Philippines (Luzon),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,9.6357,,,6.6265,13.8093,N/A,90.3643,,,93.3735,86.1907,1361,Female,13-17,,C05,C44,QNFF3G,NULL,S7,A8,PIA,Western Pacific
2015,THB,Thailand (Private),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,83.6036,,,78.4986,87.6866,Did not eat food from a fast food restaurant,16.3964,,,21.5014,12.3134,557,Total,15,,C05,C44,G10,NULL,S1,A4,THB,South-East Asia
2015,IO,Indonesia,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,12.6909,,,10.9184,14.7036,N/A,87.3091,,,89.0816,85.2964,1934,Total,15,,C05,C44,QNFF3G,NULL,S1,A4,IO,South-East Asia
2011,YSK,Malaysia - K,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.2693,,,3.5819,7.6882,N/A,94.7307,,,96.4181,92.3118,1645,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,YSK,Western Pacific
2012,AGC,Argentina Chaco,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.6836,,,2.8018,11.1881,N/A,94.3164,,,97.1982,88.8119,108,Female,13,,C05,C44,QNFF3G,NULL,S7,A2,AGC,Americas
2010,UWA,UNRWA Gaza,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,55.9043,,,51.2064,60.4988,Did not eat food from a fast food restaurant,44.0957,,,48.7936,39.5012,1037,Male,Total,,C05,C44,G10,NULL,S8,A1,UWA,Eastern Mediterranean
2015,CW,Curacao,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,26.0756,,,21.8898,30.7468,N/A,73.9244,,,78.1102,69.2532,467,Total,15,,C05,C44,QNFF3G,NULL,S1,A4,CW,Americas
2011,QA,Qatar,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,37.8047,,,32.0782,43.8928,N/A,62.1953,,,67.9218,56.1072,247,Male,14,,C05,C44,QNFF3G,NULL,S8,A3,QA,Eastern Mediterranean
2011,DZB,Algeria Rural,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,18.5747,,,12.3355,26.9978,N/A,81.4253,,,87.6645,73.0022,236,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,DZB,African
2010,PLB,Palestine (West Bank),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,14.0756,,,9.367,20.6129,N/A,85.9244,,,90.633,79.3871,476,Total,15,,C05,C44,QNFF3G,NULL,S1,A4,PLB,Eastern Mediterranean
2010,UWC,UNRWA Jordan,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,59.2911,,,53.4389,64.8909,Did not eat food from a fast food restaurant,40.7089,,,46.5611,35.1091,244,Female,14,,C05,C44,G10,NULL,S7,A3,UWC,Eastern Mediterranean
2015,PI,Philippines,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,22.2539,,,17.6395,27.6698,N/A,77.7461,,,82.3605,72.3302,1096,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,PI,Western Pacific
2009,AI,Anguilla,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,76.3998,,,73.0277,79.4689,Did not eat food from a fast food restaurant,23.6002,,,26.9723,20.5311,107,Female,14,,C05,C44,G10,NULL,S7,A3,AI,Americas
2013,VN,Vietnam,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,30.2414,,,27.6845,32.9269,Did not eat food from a fast food restaurant,69.7586,,,72.3155,67.0731,3317,Total,Total,,C05,C44,G10,NULL,S1,A1,VN,Western Pacific
2013,BS,Bahamas,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,,,,,,N/A,,,,,,1,Male,17,,C05,C44,QNFF2G,NULL,S8,A6,BS,Americas
2012,GHH,Ghana Junior High,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,32.0543,,,25.2359,39.7358,N/A,67.9457,,,74.7641,60.2642,350,Total,14,,C05,C44,QNFF3G,NULL,S1,A3,GHH,African
2009,DO,Dominica,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,49.8121,,,43.8718,55.7577,Did not eat food from a fast food restaurant,50.1879,,,56.1282,44.2423,346,Total,15,,C05,C44,G10,NULL,S1,A4,DO,Americas
2015,PI,Philippines,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,14.0732,,,10.3947,18.7807,N/A,85.9268,,,89.6053,81.2193,877,Female,16,,C05,C44,QNFF2G,NULL,S7,A5,PI,Western Pacific
2013,ES,El Salvador,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,16.6962,,,12.8612,21.394,N/A,83.3038,,,87.1388,78.606,865,Female,Total,,C05,C44,QNFF3G,NULL,S7,A1,ES,Americas
2015,LS,Republic of Laos,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,8.8076,,,6.8503,11.2567,N/A,91.1924,,,93.1497,88.7433,1635,Total,13-15,,C05,C44,QNFF3G,NULL,S1,A7,LS,Western Pacific
2012,IQ,Iraq,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,12.5914,,,9.5117,16.4866,N/A,87.4086,,,90.4883,83.5134,634,Female,13-15,,C05,C44,QNFF3G,NULL,S7,A7,IQ,Eastern Mediterranean
2011,YSC,Malaysia - C,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,9.526,,,7.3281,12.2955,N/A,90.474,,,92.6719,87.7045,779,Female,Total,,C05,C44,QNFF2G,NULL,S7,A1,YSC,Western Pacific
2012,AGT,Argentina Santa Cruz,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,3.7152,,,2.6732,5.1419,N/A,96.2848,,,97.3268,94.8581,326,Male,13-15,,C05,C44,QNFF3G,NULL,S8,A7,AGT,Americas
2013,MG,Mongolia,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,51.9358,,,45.1764,58.6251,Did not eat food from a fast food restaurant,48.0642,,,54.8236,41.3749,542,Female,13,,C05,C44,G10,NULL,S7,A2,MG,Western Pacific
2009,BJ,Benin,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,17.6398,,,15.0593,20.5556,N/A,82.3602,,,84.9407,79.4444,2685,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,BJ,African
2013,KH,Cambodia,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,23.9778,,,19.8065,28.7131,Did not eat food from a fast food restaurant,76.0222,,,80.1935,71.2869,637,Total,15,,C05,C44,G10,NULL,S1,A4,KH,Western Pacific
2015,TH,Thailand,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,69.6614,,,66.5404,72.6112,N/A,30.3386,,,33.4596,27.3888,2826,Female,13-17,,C05,C44,QNFF2G,NULL,S7,A8,TH,South-East Asia
2010,SY,Syria,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,45.0483,,,36.5582,53.837,Did not eat food from a fast food restaurant,54.9517,,,63.4418,46.163,886,Total,13,,C05,C44,G10,NULL,S1,A2,SY,Eastern Mediterranean
2012,BLB,Bolivia Plains,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,30.0138,,,24.0691,36.7167,N/A,69.9862,,,75.9309,63.2833,181,Total,13,,C05,C44,QNFF2G,NULL,S1,A2,BLB,Americas
2011,YSF,Malaysia - F,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,6.1466,,,4.6093,8.1527,N/A,93.8534,,,95.3907,91.8473,1035,Total,13-15,,C05,C44,QNFF3G,NULL,S1,A7,YSF,Western Pacific
2015,PIE,Philippines (Malita),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,6.4662,,,4.6752,8.8795,N/A,93.5338,,,95.3248,91.1205,592,Female,Total,,C05,C44,QNFF3G,NULL,S7,A1,PIE,Western Pacific
2010,OM,Oman,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,69.3097,,,54.8085,80.7888,Did not eat food from a fast food restaurant,30.6903,,,45.1915,19.2112,150,Male,14,,C05,C44,G10,NULL,S8,A3,OM,Eastern Mediterranean
2009,ANB,Barbuda,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,30.9931,,,19.3002,45.7536,N/A,69.0069,,,80.6998,54.2464,32,Female,13-15,,C05,C44,QNFF2G,NULL,S7,A7,ANB,Americas
2009,MVB,Maldives (Atolls),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,15.8507,,,12.9676,19.2331,N/A,84.1493,,,87.0324,80.7669,1678,Total,Total,,C05,C44,QNFF3G,NULL,S1,A1,MVB,South-East Asia
2015,OM,Oman,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,72.7091,,,68.9124,76.2023,Did not eat food from a fast food restaurant,27.2909,,,31.0876,23.7977,715,Male,13-15,,C05,C44,G10,NULL,S8,A7,OM,Eastern Mediterranean
2011,YSO,Malaysia - O,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,52.2617,,,44.5619,59.8555,Did not eat food from a fast food restaurant,47.7383,,,55.4381,40.1445,231,Male,15,,C05,C44,G10,NULL,S8,A4,YSO,Western Pacific
2010,UWE,UNRWA Syria,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,36.4195,,,30.1421,43.196,N/A,63.5805,,,69.8579,56.804,259,Male,13,,C05,C44,QNFF2G,NULL,S8,A2,UWE,Eastern Mediterranean
2012,GHH,Ghana Junior High,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,42.5533,,,32.2864,53.5052,N/A,57.4467,,,67.7136,46.4948,317,Total,15,,C05,C44,QNFF2G,NULL,S1,A4,GHH,African
2014,MVA,Maldives (Male),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,52.5843,,,45.042,60.0104,Did not eat food from a fast food restaurant,47.4157,,,54.958,39.9896,189,Female,15,,C05,C44,G10,NULL,S7,A4,MVA,South-East Asia
